Country Name,Country Code,Indicator Name,Indicator Code,Year,Quarter,Year_Quarter,Value
India,IND,Number of Active Borrowers (thousands),BORROWERS,2022,Q4,2022-Q4,161.5
India,IND,Number of Active Borrowers (thousands),BORROWERS,2023,Q1,2023-Q1,164.175
India,IND,Number of Active Borrowers (thousands),BORROWERS,2023,Q2,2023-Q2,166.85
India,IND,Number of Active Borrowers (thousands),BORROWERS,2023,Q3,2023-Q3,169.52499999999998
India,IND,Number of Active Borrowers (thousands),BORROWERS,2023,Q4,2023-Q4,172.2
India,IND,Total Assets (USD millions),ASSETS,2015,Q1,2015-Q1,225.0
India,IND,Total Assets (USD millions),ASSETS,2015,Q2,2015-Q2,225.0
India,IND,Total Assets (USD millions),ASSETS,2015,Q3,2015-Q3,225.0
India,IND,Total Assets (USD millions),ASSETS,2015,Q4,2015-Q4,225.0
India,IND,Total Assets (USD millions),ASSETS,2016,Q1,2016-Q1,234.25
India,IND,Total Assets (USD millions),ASSETS,2016,Q2,2016-Q2,243.5
India,IND,Total Assets (USD millions),ASSETS,2016,Q3,2016-Q3,252.75
India,IND,Total Assets (USD millions),ASSETS,2016,Q4,2016-Q4,262.0
India,IND,Total Assets (USD millions),ASSETS,2017,Q1,2017-Q1,273.5
India,IND,Total Assets (USD millions),ASSETS,2017,Q2,2017-Q2,285.0
India,IND,Total Assets (USD millions),ASSETS,2017,Q3,2017-Q3,296.5
India,IND,Total Assets (USD millions),ASSETS,2017,Q4,2017-Q4,308.0
India,IND,Total Assets (USD millions),ASSETS,2018,Q1,2018-Q1,321.5
India,IND,Total Assets (USD millions),ASSETS,2018,Q2,2018-Q2,335.0
India,IND,Total Assets (USD millions),ASSETS,2018,Q3,2018-Q3,348.5
India,IND,Total Assets (USD millions),ASSETS,2018,Q4,2018-Q4,362.0
India,IND,Total Assets (USD millions),ASSETS,2019,Q1,2019-Q1,377.75
India,IND,Total Assets (USD millions),ASSETS,2019,Q2,2019-Q2,393.5
India,IND,Total Assets (USD millions),ASSETS,2019,Q3,2019-Q3,409.25
India,IND,Total Assets (USD millions),ASSETS,2019,Q4,2019-Q4,425.0
India,IND,Total Assets (USD millions),ASSETS,2020,Q1,2020-Q1,420.0
India,IND,Total Assets (USD millions),ASSETS,2020,Q2,2020-Q2,415.0
India,IND,Total Assets (USD millions),ASSETS,2020,Q3,2020-Q3,410.0
India,IND,Total Assets (USD millions),ASSETS,2020,Q4,2020-Q4,405.0
India,IND,Total Assets (USD millions),ASSETS,2021,Q1,2021-Q1,420.75
India,IND,Total Assets (USD millions),ASSETS,2021,Q2,2021-Q2,436.5
India,IND,Total Assets (USD millions),ASSETS,2021,Q3,2021-Q3,452.25
India,IND,Total Assets (USD millions),ASSETS,2021,Q4,2021-Q4,468.0
India,IND,Total Assets (USD millions),ASSETS,2022,Q1,2022-Q1,485.5
India,IND,Total Assets (USD millions),ASSETS,2022,Q2,2022-Q2,503.0
India,IND,Total Assets (USD millions),ASSETS,2022,Q3,2022-Q3,520.5
India,IND,Total Assets (USD millions),ASSETS,2022,Q4,2022-Q4,538.0
India,IND,Total Assets (USD millions),ASSETS,2023,Q1,2023-Q1,555.5
India,IND,Total Assets (USD millions),ASSETS,2023,Q2,2023-Q2,573.0
India,IND,Total Assets (USD millions),ASSETS,2023,Q3,2023-Q3,590.5
India,IND,Total Assets (USD millions),ASSETS,2023,Q4,2023-Q4,608.0
India,IND,Total Liabilities (USD millions),LIABILITIES,2015,Q1,2015-Q1,175.0
India,IND,Total Liabilities (USD millions),LIABILITIES,2015,Q2,2015-Q2,175.0
India,IND,Total Liabilities (USD millions),LIABILITIES,2015,Q3,2015-Q3,175.0
India,IND,Total Liabilities (USD millions),LIABILITIES,2015,Q4,2015-Q4,175.0
India,IND,Total Liabilities (USD millions),LIABILITIES,2016,Q1,2016-Q1,182.5
India,IND,Total Liabilities (USD millions),LIABILITIES,2016,Q2,2016-Q2,190.0
India,IND,Total Liabilities (USD millions),LIABILITIES,2016,Q3,2016-Q3,197.5
India,IND,Total Liabilities (USD millions),LIABILITIES,2016,Q4,2016-Q4,205.0
India,IND,Total Liabilities (USD millions),LIABILITIES,2017,Q1,2017-Q1,214.25
India,IND,Total Liabilities (USD millions),LIABILITIES,2017,Q2,2017-Q2,223.5
India,IND,Total Liabilities (USD millions),LIABILITIES,2017,Q3,2017-Q3,232.75
India,IND,Total Liabilities (USD millions),LIABILITIES,2017,Q4,2017-Q4,242.0
India,IND,Total Liabilities (USD millions),LIABILITIES,2018,Q1,2018-Q1,252.75
India,IND,Total Liabilities (USD millions),LIABILITIES,2018,Q2,2018-Q2,263.5
India,IND,Total Liabilities (USD millions),LIABILITIES,2018,Q3,2018-Q3,274.25
India,IND,Total Liabilities (USD millions),LIABILITIES,2018,Q4,2018-Q4,285.0
India,IND,Total Liabilities (USD millions),LIABILITIES,2019,Q1,2019-Q1,297.5
India,IND,Total Liabilities (USD millions),LIABILITIES,2019,Q2,2019-Q2,310.0
India,IND,Total Liabilities (USD millions),LIABILITIES,2019,Q3,2019-Q3,322.5
India,IND,Total Liabilities (USD millions),LIABILITIES,2019,Q4,2019-Q4,335.0
India,IND,Total Liabilities (USD millions),LIABILITIES,2020,Q1,2020-Q1,330.75
India,IND,Total Liabilities (USD millions),LIABILITIES,2020,Q2,2020-Q2,326.5
India,IND,Total Liabilities (USD millions),LIABILITIES,2020,Q3,2020-Q3,322.25
India,IND,Total Liabilities (USD millions),LIABILITIES,2020,Q4,2020-Q4,318.0
India,IND,Total Liabilities (USD millions),LIABILITIES,2021,Q1,2021-Q1,330.5
India,IND,Total Liabilities (USD millions),LIABILITIES,2021,Q2,2021-Q2,343.0
India,IND,Total Liabilities (USD millions),LIABILITIES,2021,Q3,2021-Q3,355.5
India,IND,Total Liabilities (USD millions),LIABILITIES,2021,Q4,2021-Q4,368.0
India,IND,Total Liabilities (USD millions),LIABILITIES,2022,Q1,2022-Q1,382.25
India,IND,Total Liabilities (USD millions),LIABILITIES,2022,Q2,2022-Q2,396.5
India,IND,Total Liabilities (USD millions),LIABILITIES,2022,Q3,2022-Q3,410.75
India,IND,Total Liabilities (USD millions),LIABILITIES,2022,Q4,2022-Q4,425.0
India,IND,Total Liabilities (USD millions),LIABILITIES,2023,Q1,2023-Q1,439.25
India,IND,Total Liabilities (USD millions),LIABILITIES,2023,Q2,2023-Q2,453.5
India,IND,Total Liabilities (USD millions),LIABILITIES,2023,Q3,2023-Q3,467.75
India,IND,Total Liabilities (USD millions),LIABILITIES,2023,Q4,2023-Q4,482.0
India,IND,Financial Revenue (USD millions),FIN_REV,2015,Q1,2015-Q1,7.8759999999999994
India,IND,Financial Revenue (USD millions),FIN_REV,2015,Q2,2015-Q2,10.024000000000001
India,IND,Financial Revenue (USD millions),FIN_REV,2015,Q3,2015-Q3,7.16
India,IND,Financial Revenue (USD millions),FIN_REV,2015,Q4,2015-Q4,10.739999999999998
India,IND,Financial Revenue (USD millions),FIN_REV,2016,Q1,2016-Q1,9.35
India,IND,Financial Revenue (USD millions),FIN_REV,2016,Q2,2016-Q2,11.9
India,IND,Financial Revenue (USD millions),FIN_REV,2016,Q3,2016-Q3,8.5
India,IND,Financial Revenue (USD millions),FIN_REV,2016,Q4,2016-Q4,12.75
India,IND,Financial Revenue (USD millions),FIN_REV,2017,Q1,2017-Q1,11.044
India,IND,Financial Revenue (USD millions),FIN_REV,2017,Q2,2017-Q2,14.056000000000003
India,IND,Financial Revenue (USD millions),FIN_REV,2017,Q3,2017-Q3,10.040000000000001
India,IND,Financial Revenue (USD millions),FIN_REV,2017,Q4,2017-Q4,15.06
India,IND,Financial Revenue (USD millions),FIN_REV,2018,Q1,2018-Q1,13.09
India,IND,Financial Revenue (USD millions),FIN_REV,2018,Q2,2018-Q2,16.66
India,IND,Financial Revenue (USD millions),FIN_REV,2018,Q3,2018-Q3,11.9
India,IND,Financial Revenue (USD millions),FIN_REV,2018,Q4,2018-Q4,17.849999999999998
India,IND,Financial Revenue (USD millions),FIN_REV,2019,Q1,2019-Q1,15.575999999999999
India,IND,Financial Revenue (USD millions),FIN_REV,2019,Q2,2019-Q2,19.824
India,IND,Financial Revenue (USD millions),FIN_REV,2019,Q3,2019-Q3,14.16
India,IND,Financial Revenue (USD millions),FIN_REV,2019,Q4,2019-Q4,21.24
India,IND,Financial Revenue (USD millions),FIN_REV,2020,Q1,2020-Q1,15.004000000000001
India,IND,Financial Revenue (USD millions),FIN_REV,2020,Q2,2020-Q2,19.096000000000004
India,IND,Financial Revenue (USD millions),FIN_REV,2020,Q3,2020-Q3,13.64
India,IND,Financial Revenue (USD millions),FIN_REV,2020,Q4,2020-Q4,20.46
India,IND,Financial Revenue (USD millions),FIN_REV,2021,Q1,2021-Q1,17.49
India,IND,Financial Revenue (USD millions),FIN_REV,2021,Q2,2021-Q2,22.26
India,IND,Financial Revenue (USD millions),FIN_REV,2021,Q3,2021-Q3,15.9
India,IND,Financial Revenue (USD millions),FIN_REV,2021,Q4,2021-Q4,23.849999999999998
India,IND,Financial Revenue (USD millions),FIN_REV,2022,Q1,2022-Q1,20.35
India,IND,Financial Revenue (USD millions),FIN_REV,2022,Q2,2022-Q2,25.900000000000002
India,IND,Financial Revenue (USD millions),FIN_REV,2022,Q3,2022-Q3,18.5
India,IND,Financial Revenue (USD millions),FIN_REV,2022,Q4,2022-Q4,27.75
India,IND,Financial Revenue (USD millions),FIN_REV,2023,Q1,2023-Q1,23.144000000000002
India,IND,Financial Revenue (USD millions),FIN_REV,2023,Q2,2023-Q2,29.456000000000003
India,IND,Financial Revenue (USD millions),FIN_REV,2023,Q3,2023-Q3,21.040000000000003
India,IND,Financial Revenue (USD millions),FIN_REV,2023,Q4,2023-Q4,31.56
India,IND,Operating Expenses (USD millions),OP_EXP,2015,Q1,2015-Q1,7.08
India,IND,Operating Expenses (USD millions),OP_EXP,2015,Q2,2015-Q2,7.67
India,IND,Operating Expenses (USD millions),OP_EXP,2015,Q3,2015-Q3,6.785
India,IND,Operating Expenses (USD millions),OP_EXP,2015,Q4,2015-Q4,7.965000000000001
India,IND,Operating Expenses (USD millions),OP_EXP,2016,Q1,2016-Q1,8.111999999999998
India,IND,Operating Expenses (USD millions),OP_EXP,2016,Q2,2016-Q2,8.788
India,IND,Operating Expenses (USD millions),OP_EXP,2016,Q3,2016-Q3,7.774
India,IND,Operating Expenses (USD millions),OP_EXP,2016,Q4,2016-Q4,9.126
India,IND,Operating Expenses (USD millions),OP_EXP,2017,Q1,2017-Q1,9.168000000000001
India,IND,Operating Expenses (USD millions),OP_EXP,2017,Q2,2017-Q2,9.932
India,IND,Operating Expenses (USD millions),OP_EXP,2017,Q3,2017-Q3,8.786000000000001
India,IND,Operating Expenses (USD millions),OP_EXP,2017,Q4,2017-Q4,10.314000000000002
India,IND,Operating Expenses (USD millions),OP_EXP,2018,Q1,2018-Q1,10.44
India,IND,Operating Expenses (USD millions),OP_EXP,2018,Q2,2018-Q2,11.31
India,IND,Operating Expenses (USD millions),OP_EXP,2018,Q3,2018-Q3,10.005
India,IND,Operating Expenses (USD millions),OP_EXP,2018,Q4,2018-Q4,11.745000000000001
India,IND,Operating Expenses (USD millions),OP_EXP,2019,Q1,2019-Q1,11.951999999999998
India,IND,Operating Expenses (USD millions),OP_EXP,2019,Q2,2019-Q2,12.948
India,IND,Operating Expenses (USD millions),OP_EXP,2019,Q3,2019-Q3,11.454
India,IND,Operating Expenses (USD millions),OP_EXP,2019,Q4,2019-Q4,13.446
India,IND,Operating Expenses (USD millions),OP_EXP,2020,Q1,2020-Q1,13.488
India,IND,Operating Expenses (USD millions),OP_EXP,2020,Q2,2020-Q2,14.612000000000002
India,IND,Operating Expenses (USD millions),OP_EXP,2020,Q3,2020-Q3,12.926000000000002
India,IND,Operating Expenses (USD millions),OP_EXP,2020,Q4,2020-Q4,15.174000000000001
India,IND,Operating Expenses (USD millions),OP_EXP,2021,Q1,2021-Q1,14.52
India,IND,Operating Expenses (USD millions),OP_EXP,2021,Q2,2021-Q2,15.73
India,IND,Operating Expenses (USD millions),OP_EXP,2021,Q3,2021-Q3,13.915000000000001
India,IND,Operating Expenses (USD millions),OP_EXP,2021,Q4,2021-Q4,16.335
India,IND,Operating Expenses (USD millions),OP_EXP,2022,Q1,2022-Q1,16.032
India,IND,Operating Expenses (USD millions),OP_EXP,2022,Q2,2022-Q2,17.368
India,IND,Operating Expenses (USD millions),OP_EXP,2022,Q3,2022-Q3,15.364
India,IND,Operating Expenses (USD millions),OP_EXP,2022,Q4,2022-Q4,18.036
India,IND,Operating Expenses (USD millions),OP_EXP,2023,Q1,2023-Q1,17.4
India,IND,Operating Expenses (USD millions),OP_EXP,2023,Q2,2023-Q2,18.85
India,IND,Operating Expenses (USD millions),OP_EXP,2023,Q3,2023-Q3,16.675
India,IND,Operating Expenses (USD millions),OP_EXP,2023,Q4,2023-Q4,19.575000000000003
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2015,Q1,2015-Q1,1.7
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2015,Q2,2015-Q2,1.7
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2015,Q3,2015-Q3,1.7
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2015,Q4,2015-Q4,1.7
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2016,Q1,2016-Q1,1.875
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2016,Q2,2016-Q2,1.875
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2016,Q3,2016-Q3,1.875
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2016,Q4,2016-Q4,1.875
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2017,Q1,2017-Q1,2.125
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2017,Q2,2017-Q2,2.125
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2017,Q3,2017-Q3,2.125
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2017,Q4,2017-Q4,2.125
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2018,Q1,2018-Q1,2.45
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2018,Q2,2018-Q2,2.45
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2018,Q3,2018-Q3,2.45
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2018,Q4,2018-Q4,2.45
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2019,Q1,2019-Q1,2.875
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2019,Q2,2019-Q2,2.875
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2019,Q3,2019-Q3,2.875
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2019,Q4,2019-Q4,2.875
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2020,Q1,2020-Q1,2.55
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2020,Q2,2020-Q2,2.55
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2020,Q3,2020-Q3,2.55
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2020,Q4,2020-Q4,2.55
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2021,Q1,2021-Q1,3.05
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2021,Q2,2021-Q2,3.05
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2021,Q3,2021-Q3,3.05
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2021,Q4,2021-Q4,3.05
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2022,Q1,2022-Q1,3.625
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2022,Q2,2022-Q2,3.625
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2022,Q3,2022-Q3,3.625
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2022,Q4,2022-Q4,3.625
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2023,Q1,2023-Q1,4.05
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2023,Q2,2023-Q2,4.05
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2023,Q3,2023-Q3,4.05
Nigeria,NGA,Cash and Cash Equivalents (USD millions),CASH,2023,Q4,2023-Q4,4.05
Nigeria,NGA,Current Ratio (%),CR,2015,Q1,2015-Q1,140.76
Nigeria,NGA,Current Ratio (%),CR,2015,Q2,2015-Q2,135.24
Nigeria,NGA,Current Ratio (%),CR,2015,Q3,2015-Q3,133.85999999999999
Nigeria,NGA,Current Ratio (%),CR,2015,Q4,2015-Q4,142.14000000000001
Nigeria,NGA,Current Ratio (%),CR,2016,Q1,2016-Q1,147.9
Nigeria,NGA,Current Ratio (%),CR,2016,Q2,2016-Q2,142.1
Nigeria,NGA,Current Ratio (%),CR,2016,Q3,2016-Q3,140.65
Nigeria,NGA,Current Ratio (%),CR,2016,Q4,2016-Q4,149.35
Nigeria,NGA,Current Ratio (%),CR,2017,Q1,2017-Q1,155.04
Nigeria,NGA,Current Ratio (%),CR,2017,Q2,2017-Q2,148.96
Nigeria,NGA,Current Ratio (%),CR,2017,Q3,2017-Q3,147.44
Nigeria,NGA,Current Ratio (%),CR,2017,Q4,2017-Q4,156.56
Nigeria,NGA,Current Ratio (%),CR,2018,Q1,2018-Q1,161.16
Nigeria,NGA,Current Ratio (%),CR,2018,Q2,2018-Q2,154.84
Nigeria,NGA,Current Ratio (%),CR,2018,Q3,2018-Q3,153.26
Nigeria,NGA,Current Ratio (%),CR,2018,Q4,2018-Q4,162.74
Nigeria,NGA,Current Ratio (%),CR,2019,Q1,2019-Q1,168.3
Nigeria,NGA,Current Ratio (%),CR,2019,Q2,2019-Q2,161.7
Nigeria,NGA,Current Ratio (%),CR,2019,Q3,2019-Q3,160.04999999999998
Nigeria,NGA,Current Ratio (%),CR,2019,Q4,2019-Q4,169.95000000000002
Nigeria,NGA,Current Ratio (%),CR,2020,Q1,2020-Q1,150.96
Nigeria,NGA,Current Ratio (%),CR,2020,Q2,2020-Q2,145.04
Nigeria,NGA,Current Ratio (%),CR,2020,Q3,2020-Q3,143.56
Nigeria,NGA,Current Ratio (%),CR,2020,Q4,2020-Q4,152.44
Nigeria,NGA,Current Ratio (%),CR,2021,Q1,2021-Q1,165.24
Nigeria,NGA,Current Ratio (%),CR,2021,Q2,2021-Q2,158.76
Nigeria,NGA,Current Ratio (%),CR,2021,Q3,2021-Q3,157.14
Nigeria,NGA,Current Ratio (%),CR,2021,Q4,2021-Q4,166.86
Nigeria,NGA,Current Ratio (%),CR,2022,Q1,2022-Q1,173.4
Nigeria,NGA,Current Ratio (%),CR,2022,Q2,2022-Q2,166.6
Nigeria,NGA,Current Ratio (%),CR,2022,Q3,2022-Q3,164.9
Nigeria,NGA,Current Ratio (%),CR,2022,Q4,2022-Q4,175.1
Nigeria,NGA,Current Ratio (%),CR,2023,Q1,2023-Q1,181.56
Nigeria,NGA,Current Ratio (%),CR,2023,Q2,2023-Q2,174.44
Nigeria,NGA,Current Ratio (%),CR,2023,Q3,2023-Q3,172.66
Nigeria,NGA,Current Ratio (%),CR,2023,Q4,2023-Q4,183.34
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2015,Q1,2015-Q1,78.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2015,Q2,2015-Q2,78.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2015,Q3,2015-Q3,78.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2015,Q4,2015-Q4,78.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2016,Q1,2016-Q1,81.5
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2016,Q2,2016-Q2,85.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2016,Q3,2016-Q3,88.5
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2016,Q4,2016-Q4,92.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2017,Q1,2017-Q1,96.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2017,Q2,2017-Q2,100.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2017,Q3,2017-Q3,104.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2017,Q4,2017-Q4,108.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2018,Q1,2018-Q1,113.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2018,Q2,2018-Q2,118.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2018,Q3,2018-Q3,123.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2018,Q4,2018-Q4,128.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2019,Q1,2019-Q1,134.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2019,Q2,2019-Q2,140.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2019,Q3,2019-Q3,146.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2019,Q4,2019-Q4,152.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2020,Q1,2020-Q1,149.5
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2020,Q2,2020-Q2,147.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2020,Q3,2020-Q3,144.5
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2020,Q4,2020-Q4,142.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2021,Q1,2021-Q1,147.75
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2021,Q2,2021-Q2,153.5
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2021,Q3,2021-Q3,159.25
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2021,Q4,2021-Q4,165.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2022,Q1,2022-Q1,171.75
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2022,Q2,2022-Q2,178.5
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2022,Q3,2022-Q3,185.25
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2022,Q4,2022-Q4,192.0
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2023,Q1,2023-Q1,197.75
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2023,Q2,2023-Q2,203.5
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2023,Q3,2023-Q3,209.25
Nigeria,NGA,Gross Loan Portfolio (USD millions),GLP,2023,Q4,2023-Q4,215.0
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2015,Q1,2015-Q1,6.2
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2015,Q2,2015-Q2,6.2
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2015,Q3,2015-Q3,6.2
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2015,Q4,2015-Q4,6.2
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2016,Q1,2016-Q1,6.1
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2016,Q2,2016-Q2,6.0
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2016,Q3,2016-Q3,5.9
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2016,Q4,2016-Q4,5.8
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2017,Q1,2017-Q1,5.725
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2017,Q2,2017-Q2,5.65
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2017,Q3,2017-Q3,5.575
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2017,Q4,2017-Q4,5.5
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2018,Q1,2018-Q1,5.425
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2018,Q2,2018-Q2,5.35
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2018,Q3,2018-Q3,5.275
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2018,Q4,2018-Q4,5.2
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2019,Q1,2019-Q1,5.125
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2019,Q2,2019-Q2,5.050000000000001
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2019,Q3,2019-Q3,4.9750000000000005
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2019,Q4,2019-Q4,4.9
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2020,Q1,2020-Q1,5.800000000000001
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2020,Q2,2020-Q2,6.7
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2020,Q3,2020-Q3,7.6
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2020,Q4,2020-Q4,8.5
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2021,Q1,2021-Q1,8.075
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2021,Q2,2021-Q2,7.65
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2021,Q3,2021-Q3,7.225
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2021,Q4,2021-Q4,6.8
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2022,Q1,2022-Q1,6.55
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2022,Q2,2022-Q2,6.3
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2022,Q3,2022-Q3,6.05
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2022,Q4,2022-Q4,5.8
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2023,Q1,2023-Q1,5.65
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2023,Q2,2023-Q2,5.5
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2023,Q3,2023-Q3,5.35
Nigeria,NGA,Portfolio at Risk > 30 days (%),PAR30,2023,Q4,2023-Q4,5.2
Nigeria,NGA,Portfolio at Risk > 90 days (%),PAR90,2015,Q1,2015-Q1,2.5
Nigeria,NGA,Portfolio at Risk > 90 days (%),PAR90,2015,Q2,2015-Q2,2.5
Nigeria,NGA,Portfolio at Risk > 90 days (%),PAR90,2015,Q3,2015-Q3,2.5
Nigeria,NGA,Portfolio at Risk > 90 days (%),PAR90,2015,Q4,2015-Q4,2.5
Nigeria,NGA,Portfolio at Risk > 90 days (%),PAR90,2016,Q1,2016-Q1,2.425
Nigeria,NGA,Portfolio at Risk > 90 days (%),PAR90,2016,Q2,2016-Q2,2.35
Nigeria,NGA,Portfolio at Risk > 90 days (%),PAR90,2016,Q3,2016-Q3,2.2750000000000004
Nigeria,NGA,Portfolio at Risk > 90 days (%),PAR90,2016,Q4,2016-Q4,2.2
Nigeria,NGA,Portfolio at Risk > 90 days (%),PAR90,2017,Q1,2017-Q1,2.1500000000000004
Nigeria,NGA,Portfolio at Risk > 90 days (%),PAR90,2017,Q2,2017-Q2,2.1
Nigeria,NGA,Portfolio at Risk > 90 days (%),PAR90,2017,Q3,2017-Q3,2.05
Nigeria,NGA,Portfolio at Risk > 90 days (%),PAR90,2017,Q4,2017-Q4,2.0
Nigeria,NGA,Portfolio at Risk > 90 days (%),PAR90,2018,Q1,2018-Q1,1.95
