Loan_ID,Country,Loan_Amount,Tenor_Months,Interest_Rate,Borrower_Type,Secured,Days_Past_Due,Credit_Score,Repayment_History,Months_Elapsed,Outstanding_Balance,Moody_Rating,Default_Spread,Country_Risk_Premium,PD_Base,Score_Factor,Delinquency_Factor,History_Factor,Collateral_Factor,PD,LGD_Base,LGD,EAD,Utilization,ECL
MF0103,Iran,42133.5,36,0.2044,Agricultural,True,90,718.0,0.945,18,21066.75,0.06437154930159515,0.05,0.13004052473527228,0.05,0.8057142857142857,8.0,1.0550000000000002,0.8,0.2720091428571429,0.45,0.315,22120.0875,0.5,1895.3128028520005
MF0104,Madagascar,33000.32,48,0.2247,Individual,True,0,550.0,0.942,42,4125.04,0.05447718819737166,0.05,0.116707894351008,0.05,1.2857142857142856,1.0,1.058,0.8,0.05441142857142857,0.45,0.315,4331.292,0.125,74.2366123632
MF0105,Brunei,6639.74,30,0.1941,Individual,False,30,658.0,0.695,4,5754.44,0.005936616662534093,0.05,0.051299578230558564,0.05,0.9771428571428571,2.0,1.3050000000000002,1.0,0.12751714285714286,0.45,0.54,6042.162,0.8666664658555907,416.05878685680005
MF0106,Algeria,17628.23,60,0.2176,Women-owned,True,0,659.0,0.884,1,17334.43,0.02979948756095544,0.05,0.08345474562790181,0.05,0.9742857142857143,1.0,1.116,0.8,0.04349211428571429,0.45,0.315,18201.1515,0.983333550787572,249.35606676842403
MF0107,Sierra Leone,13579.29,12,0.2103,SME,True,0,517.0,0.775,9,3394.82,0.08916565418629636,0.05,0.16345052793348747,0.05,1.38,1.0,1.225,0.8,0.06762,0.45,0.315,3564.561,0.24999981589611828,75.92621866830001
MF0108,Guinea-Bissau,24219.3,36,0.1054,Individual,False,0,601.0,0.885,12,16146.2,0.06437154930159515,0.05,0.13004052473527228,0.05,1.1400000000000001,1.0,1.115,1.0,0.06355500000000001,0.45,0.54,16953.510000000002,0.6666666666666667,581.8393771470002
MF0109,Gambia,3744.57,30,0.1521,Agricultural,False,0,541.0,0.668,7,2870.84,0.04458282709314819,0.05,0.10337526396674374,0.05,1.3114285714285714,1.0,1.3319999999999999,1.0,0.08734114285714285,0.45,0.54,3014.382,0.7666674678267464,142.17096719952
MF0110,Madagascar,14028.43,30,0.106,Agricultural,False,0,623.0,0.749,8,10287.52,0.05447718819737166,0.05,0.116707894351008,0.05,1.0771428571428572,1.0,1.251,1.0,0.06737528571428571,0.45,0.54,10801.896,0.7333336659911337,393.00164779824
MF0111,Iran,18896.64,6,0.12,SME,True,0,554.0,0.619,2,12597.76,0.06437154930159515,0.05,0.13004052473527228,0.05,1.2742857142857142,1.0,1.381,0.8,0.07039154285714286,0.45,0.315,13227.648000000001,0.6666666666666667,293.30108359372804
MF0112,Gambia,1984.27,12,0.2278,Agricultural,False,0,487.0,0.833,10,330.71,0.04458282709314819,0.05,0.10337526396674374,0.05,1.4657142857142857,1.0,1.167,1.0,0.08552442857142857,0.45,0.54,347.2455,0.1666658267272095,16.036905399210003
MF0113,Algeria,3144.45,48,0.1604,Agricultural,True,0,335.0,0.688,30,1179.17,0.02979948756095544,0.05,0.08345474562790181,0.05,1.9,1.0,1.312,0.8,0.09971200000000001,0.45,0.315,1238.1285,0.37500039752579944,38.88872473248001
MF0114,Gambia,1585.44,18,0.171,SME,False,0,542.0,0.894,15,264.24,0.04458282709314819,0.05,0.10337526396674374,0.05,1.3085714285714285,1.0,1.1059999999999999,1.0,0.072364,0.45,0.54,277.452,0.16666666666666666,10.84186972512
MF0115,Guinea-Bissau,6532.04,60,0.1103,Women-owned,False,0,606.0,0.807,41,2068.48,0.06437154930159515,0.05,0.13004052473527228,0.05,1.1257142857142857,1.0,1.193,1.0,0.06714885714285715,0.45,0.54,2171.904,0.3166667687276869,78.75407056896002
MF0116,Russia,14386.33,18,0.1331,Women-owned,False,0,569.0,0.831,11,5594.68,0.02979948756095544,0.05,0.08345474562790181,0.05,1.2314285714285713,1.0,1.169,1.0,0.071977,0.45,0.54,5874.414000000001,0.3888886185705458,228.32425609812003
MF0117,Myanmar,26953.96,48,0.1191,Agricultural,False,0,630.0,0.862,5,24146.26,0.09906001529051987,0.05,0.17678315831775177,0.05,1.0571428571428572,1.0,1.138,1.0,0.06015142857142857,0.45,0.54,25353.573,0.8958334879179163,823.5289630836
MF0118,Gambia,8597.92,48,0.1151,Women-owned,True,0,375.0,0.628,27,3761.59,0.04458282709314819,0.05,0.10337526396674374,0.05,1.7857142857142856,1.0,1.3719999999999999,0.8,0.098,0.45,0.315,3949.6695000000004,0.4375,121.92629746500002
MF0119,Algeria,29818.74,12,0.1885,Women-owned,False,0,435.0,0.962,11,2484.9,0.02979948756095544,0.05,0.08345474562790181,0.05,1.6142857142857143,1.0,1.038,1.0,0.08378142857142859,0.45,0.54,2609.145,0.08333350101312127,118.04286354300004
MF0120,Guinea-Bissau,2686.3,48,0.1237,Agricultural,False,30,601.0,0.703,9,2182.62,0.06437154930159515,0.05,0.13004052473527228,0.05,1.1400000000000001,2.0,1.2970000000000002,1.0,0.14785800000000004,0.45,0.54,2291.751,0.8125004653240516,182.98100845332007
MF0121,Myanmar,2074.12,6,0.1874,Women-owned,True,0,578.0,0.717,1,1728.43,0.09906001529051987,0.05,0.17678315831775177,0.05,1.2057142857142857,1.0,1.283,0.8,0.06187725714285715,0.45,0.315,1814.8515000000002,0.8333317262260622,35.373880376604006
MF0122,Haiti,7750.88,36,0.0899,Agricultural,False,30,582.0,0.845,17,4090.74,0.11884873749896686,0.05,0.20344841908628034,0.05,1.1942857142857144,2.0,1.155,1.0,0.13794,0.45,0.54,4295.277,0.5277774910719815,319.94487506520005
MF0123,"Korea, D.P.R.",11017.63,48,0.1041,Individual,True,0,489.0,0.816,3,10329.03,0.11884873749896686,0.05,0.20344841908628034,0.05,1.46,1.0,1.1840000000000002,0.8,0.06914560000000002,0.45,0.315,10845.481500000002,0.9375001701817905,236.22395756601608
MF0124,Russia,7893.89,18,0.1267,SME,False,180,594.0,0.799,8,4385.49,0.02979948756095544,0.05,0.08345474562790181,0.05,1.16,25.0,1.201,1.0,0.99,0.45,0.54,4604.7645,0.5555549925321989,2461.7071017000003
MF0125,Russia,1550.06,48,0.1815,SME,False,60,524.0,0.883,6,1356.3,0.02979948756095544,0.05,0.08345474562790181,0.05,1.3599999999999999,4.0,1.117,1.0,0.303824,0.45,0.54,1424.115,0.8749983871592067,233.6473705104
MF0126,Liberia,7545.48,6,0.1949,Women-owned,False,0,608.0,0.952,1,6287.9,0.08916565418629636,0.05,0.16345052793348747,0.05,1.12,1.0,1.048,1.0,0.05868800000000001,0.45,0.54,6602.295,0.8333333333333334,209.23676403840005
MF0127,Malawi,2853.85,54,0.1553,Women-owned,True,0,705.0,0.86,7,2483.91,0.08916565418629636,0.05,0.16345052793348747,0.05,0.8428571428571429,1.0,1.1400000000000001,0.8,0.038434285714285726,0.45,0.315,2608.1055,0.8703716032727719,31.575811667400014
MF0128,Syria,13845.81,54,0.1558,Women-owned,True,0,721.0,0.928,42,3076.85,0.17499999999999996,0.05,0.2791121249739206,0.05,0.7971428571428572,1.0,1.072,0.8,0.03418148571428572,0.45,0.315,3230.6925,0.22222246296894152,34.78540890384
MF0129,Haiti,10864.75,30,0.2032,SME,True,0,517.0,0.625,6,8691.8,0.11884873749896686,0.05,0.20344841908628034,0.05,1.38,1.0,1.375,0.8,0.0759,0.45,0.315,9126.39,0.7999999999999999,218.19829531499997
MF0130,Somalia,3820.35,60,0.0827,Individual,False,0,567.0,0.773,40,1273.45,0.09906001529051987,0.05,0.17678315831775177,0.05,1.237142857142857,1.0,1.2269999999999999,1.0,0.07589871428571428,0.45,0.54,1337.1225000000002,0.33333333333333337,54.80237443995001
MF0131,"Yemen, Republic",5371.74,24,0.138,Individual,True,0,489.0,0.864,7,3804.98,0.11884873749896686,0.05,0.20344841908628034,0.05,1.46,1.0,1.1360000000000001,0.8,0.06634240000000001,0.45,0.315,3995.2290000000003,0.7083328679347847,83.49172032902402
MF0132,Guinea,3472.5,36,0.2192,SME,True,0,477.0,0.875,2,3279.58,0.08916565418629636,0.05,0.16345052793348747,0.05,1.4942857142857142,1.0,1.125,0.8,0.06724285714285715,0.45,0.315,3443.559,0.9444434845212383,72.93974495850001
MF0133,Guinea-Bissau,7706.79,42,0.1825,Individual,False,0,434.0,0.903,16,4770.87,0.06437154930159515,0.05,0.13004052473527228,0.05,1.617142857142857,1.0,1.097,1.0,0.0887002857142857,0.45,0.54,5009.4135,0.6190476190476191,239.94166070394
MF0134,Haiti,17398.06,30,0.1373,SME,True,0,630.0,0.538,1,16818.12,0.11884873749896686,0.05,0.20344841908628034,0.05,1.0571428571428572,1.0,1.462,0.8,0.06182171428571429,0.45,0.315,17659.025999999998,0.9666663984375268,343.88904687984
MF0135,Malawi,3682.77,60,0.2339,Individual,False,0,433.0,0.998,14,2823.46,0.08916565418629636,0.05,0.16345052793348747,0.05,1.62,1.0,1.002,1.0,0.08116200000000001,0.45,0.54,2964.6330000000003,0.7666674812708912,129.93239351484004
MF0136,Russia,12127.58,54,0.2113,Agricultural,False,180,532.0,0.94,45,2021.26,0.02979948756095544,0.05,0.08345474562790181,0.05,1.3371428571428572,25.0,1.06,1.0,0.99,0.45,0.54,2122.323,0.16666639181106205,1134.5938758
MF0137,Libya,5301.76,18,0.125,Agricultural,False,0,423.0,0.816,17,294.54,0.015830977766757574,0.05,0.06463220861482283,0.05,1.6485714285714286,1.0,1.1840000000000002,1.0,0.0975954285714286,0.45,0.54,309.26700000000005,0.055555136407532596,16.298844520320007
MF0138,Guinea,4297.13,42,0.1897,SME,True,0,510.0,0.802,21,2148.56,0.08916565418629636,0.05,0.16345052793348747,0.05,1.4,1.0,1.198,0.8,0.067088,0.45,0.315,2255.988,0.4999988364326888,47.67516272735999
MF0139,Malawi,7438.14,60,0.1813,Individual,True,0,662.0,0.789,3,7066.23,0.08916565418629636,0.05,0.16345052793348747,0.05,0.9657142857142857,1.0,1.2109999999999999,0.8,0.04677920000000001,0.45,0.315,7419.5415,0.9499995966733618,109.33026795709202
MF0140,Haiti,3539.73,60,0.1482,Women-owned,True,0,493.0,0.666,56,235.98,0.11884873749896686,0.05,0.20344841908628034,0.05,1.4485714285714286,1.0,1.334,0.8,0.07729577142857146,0.45,0.315,247.779,0.0666661016518209,6.032964718872003
MF0141,Syria,5203.47,30,0.1424,Individual,True,30,515.0,0.607,19,1907.94,0.17499999999999996,0.05,0.2791121249739206,0.05,1.3857142857142857,2.0,1.393,0.8,0.154424,0.45,0.315,2003.3370000000002,0.36666685884611616,97.44944355972001
MF0142,Brunei,3107.88,42,0.1384,Agricultural,True,30,352.0,0.884,5,2737.89,0.005936616662534093,0.05,0.051299578230558564,0.05,1.8514285714285714,2.0,1.116,0.8,0.1652955428571429,0.45,0.315,2874.7845,0.880951001969188,149.68455532531206
MF0143,Liberia,39018.07,12,0.1849,Agricultural,True,90,581.0,0.93,5,22760.54,0.08916565418629636,0.05,0.16345052793348747,0.05,1.197142857142857,8.0,1.0699999999999998,0.8,0.4099017142857142,0.45,0.315,23898.567000000003,0.5833333119757077,3085.7600284156792
MF0144,Malawi,8334.93,24,0.1552,Individual,False,0,603.0,0.894,10,4862.04,0.08916565418629636,0.05,0.16345052793348747,0.05,1.1342857142857143,1.0,1.1059999999999999,1.0,0.06272599999999999,0.45,0.54,5105.142,0.5833330333908023,172.92157402968
MF0145,Zimbabwe,4629.57,12,0.2214,Individual,False,0,599.0,0.86,9,1157.39,0.08916565418629636,0.05,0.16345052793348747,0.05,1.1457142857142857,1.0,1.1400000000000001,1.0,0.0653057142857143,0.45,0.54,1215.2595000000001,0.24999945999304474,42.856230432600015
MF0146,Guyana,9616.0,42,0.1938,Women-owned,True,0,673.0,0.761,16,5952.76,0.015830977766757574,0.05,0.06463220861482283,0.05,0.9342857142857143,1.0,1.2389999999999999,0.8,0.046303199999999996,0.45,0.315,6250.398,0.6190474209650583,91.165230032184
MF0147,Madagascar,7406.68,12,0.0919,Women-owned,False,0,459.0,0.967,7,3086.12,0.05447718819737166,0.05,0.116707894351008,0.05,1.5457142857142858,1.0,1.033,1.0,0.07983614285714286,0.45,0.54,3240.426,0.416667116710861,139.69968104916
MF0148,Madagascar,6790.12,6,0.1888,Individual,False,60,607.0,0.554,3,3395.06,0.05447718819737166,0.05,0.116707894351008,0.05,1.1228571428571428,4.0,1.446,1.0,0.3247302857142857,0.45,0.54,3564.813,0.5,625.10548176432
MF0149,"Yemen, Republic",13244.44,54,0.1261,Individual,False,0,755.0,0.758,34,4905.35,0.11884873749896686,0.05,0.20344841908628034,0.05,0.7,1.0,1.242,1.0,0.043469999999999995,0.45,0.54,5150.6175,0.3703705101914464,120.9045650715
MF0150,Libya,14853.73,6,0.1808,Individual,False,0,609.0,0.852,6,0.0,0.015830977766757574,0.05,0.06463220861482283,0.05,1.1171428571428572,1.0,1.1480000000000001,1.0,0.06412400000000001,0.45,0.54,0.0,0.0,0.0
MF0151,Haiti,5300.73,48,0.1956,Individual,True,0,362.0,0.706,12,3975.55,0.11884873749896686,0.05,0.20344841908628034,0.05,1.822857142857143,1.0,1.294,0.8,0.09435108571428573,0.45,0.315,4174.3275,0.7500004716331525,124.06348450188003
MF0152,Algeria,5112.0,12,0.1192,SME,True,0,614.0,0.722,5,2982.0,0.02979948756095544,0.05,0.08345474562790181,0.05,1.1028571428571428,1.0,1.278,0.8,0.056378057142857145,0.45,0.315,3131.1,0.5833333333333334,55.60548043679999
MF0153,Algeria,6502.61,48,0.1577,Individual,True,0,732.0,0.821,34,1896.59,0.02979948756095544,0.05,0.08345474562790181,0.05,0.7657142857142857,1.0,1.179,0.8,0.036111085714285715,0.45,0.315,1991.4195,0.29166596182148397,22.652380881144
MF0154,"Yemen, Republic",1284.93,18,0.1124,Women-owned,True,0,560.0,0.967,15,214.15,0.11884873749896686,0.05,0.20344841908628034,0.05,1.2571428571428571,1.0,1.033,0.8,0.051945142857142856,0.45,0.315,224.85750000000002,0.16666277540410762,3.6792803124000004
MF0155,Malawi,2411.12,36,0.0889,Agricultural,False,0,426.0,0.616,14,1473.46,0.08916565418629636,0.05,0.16345052793348747,0.05,1.6400000000000001,1.0,1.384,1.0,0.11348800000000002,0.45,0.54,1547.133,0.6111101894555228,94.81375614816002
MF0156,"Korea, D.P.R.",24185.28,18,0.1443,SME,False,0,539.0,0.809,10,10749.01,0.11884873749896686,0.05,0.20344841908628034,0.05,1.3171428571428572,1.0,1.1909999999999998,1.0,0.07843585714285714,0.45,0.54,11286.460500000001,0.4444443066195637,478.04212985031006
MF0157,Gambia,30211.39,42,0.1417,Individual,True,0,549.0,0.876,17,17982.97,0.04458282709314819,0.05,0.10337526396674374,0.05,1.2885714285714287,1.0,1.124,0.8,0.057934171428571435,0.45,0.315,18882.1185,0.5952380873571194,344.584765385784
MF0158,Haiti,6639.36,60,0.2492,Agricultural,True,0,568.0,0.841,46,1549.18,0.11884873749896686,0.05,0.20344841908628034,0.05,1.2342857142857142,1.0,1.159,0.8,0.057221485714285716,0.45,0.315,1626.6390000000001,0.23333273086562561,29.319790594752003
MF0159,Guyana,12851.88,54,0.1559,SME,False,0,466.0,0.906,36,4283.96,0.015830977766757574,0.05,0.06463220861482283,0.05,1.5257142857142858,1.0,1.0939999999999999,1.0,0.08345657142857142,0.45,0.54,4498.158,0.33333333333333337,202.71645598896
MF0160,Iran,10394.17,12,0.1367,Agricultural,True,30,811.0,0.652,0,10394.17,0.06437154930159515,0.05,0.13004052473527228,0.05,0.54,2.0,1.3479999999999999,0.8,0.058233599999999996,0.45,0.315,10913.8785,1.0,200.199647030544
MF0161,"Korea, D.P.R.",95139.99,30,0.1787,Individual,True,0,425.0,0.589,8,69769.33,0.11884873749896686,0.05,0.20344841908628034,0.05,1.6428571428571428,1.0,1.411,0.8,0.09272285714285715,0.45,0.315,73257.79650000001,0.7333333753766423,2139.6917428330507
MF0162,Guinea-Bissau,19844.06,36,0.0951,Individual,False,0,712.0,0.852,26,5512.24,0.06437154930159515,0.05,0.13004052473527228,0.05,0.8228571428571428,1.0,1.1480000000000001,1.0,0.04723200000000001,0.45,0.54,5787.852,0.2777778337699039,147.62078585856005
MF0163,Algeria,7314.88,24,0.2435,Women-owned,True,0,561.0,0.903,22,609.57,0.02979948756095544,0.05,0.08345474562790181,0.05,1.2542857142857142,1.0,1.097,0.8,0.05503805714285714,0.45,0.315,640.0485000000001,0.08333287764119165,11.096513163918
MF0164,Syria,3772.78,24,0.1879,Individual,True,0,533.0,0.689,2,3458.38,0.17499999999999996,0.05,0.2791121249739206,0.05,1.3342857142857143,1.0,1.311,0.8,0.06996994285714285,0.45,0.315,3631.2990000000004,0.9166662249057724,80.035761811068
MF0165,Liberia,2241.37,24,0.2083,Individual,True,30,534.0,0.871,19,466.95,0.08916565418629636,0.05,0.16345052793348747,0.05,1.3314285714285714,2.0,1.129,0.8,0.12025462857142857,0.45,0.315,490.2975,0.2083324038422929,18.57257128188
MF0166,Madagascar,9535.44,12,0.109,SME,False,0,561.0,0.882,12,0.0,0.05447718819737166,0.05,0.116707894351008,0.05,1.2542857142857142,1.0,1.1179999999999999,1.0,0.07011457142857142,0.45,0.54,0.0,0.0,0.0
MF0167,Russia,4424.53,24,0.1496,Women-owned,True,0,535.0,0.71,21,553.07,0.02979948756095544,0.05,0.08345474562790181,0.05,1.3285714285714285,1.0,1.29,0.8,0.06855428571428572,0.45,0.315,580.7235000000001,0.12500084754764915,12.540491693100002
MF0168,"Korea, D.P.R.",2597.22,6,0.1519,SME,True,0,560.0,0.74,2,1731.48,0.11884873749896686,0.05,0.20344841908628034,0.05,1.2571428571428571,1.0,1.26,0.8,0.06336000000000001,0.45,0.315,1818.054,0.6666666666666667,36.28544895360001
MF0169,"Yemen, Republic",4830.68,36,0.2197,Agricultural,True,0,669.0,0.924,27,1207.67,0.11884873749896686,0.05,0.20344841908628034,0.05,0.9457142857142857,1.0,1.076,0.8,0.040703542857142866,0.45,0.315,1268.0535000000002,0.25,16.258495044456005
MF0170,Somalia,3411.0,6,0.0802,Individual,True,0,468.0,0.802,6,0.0,0.09906001529051987,0.05,0.17678315831775177,0.05,1.52,1.0,1.198,0.8,0.07283840000000001,0.45,0.315,0.0,0.0,0.0
MF0171,Somalia,31248.08,60,0.1311,Agricultural,True,0,557.0,0.702,60,0.0,0.09906001529051987,0.05,0.17678315831775177,0.05,1.2657142857142858,1.0,1.298,0.8,0.06571588571428573,0.45,0.315,0.0,0.0,0.0
MF0172,"Yemen, Republic",16404.51,36,0.2468,SME,False,0,646.0,0.734,8,12759.06,0.11884873749896686,0.05,0.20344841908628034,0.05,1.0114285714285713,1.0,1.266,1.0,0.06402342857142858,0.45,0.54,13397.013,0.7777775745816242,463.1702606330401
MF0173,Madagascar,8051.57,6,0.1607,Individual,True,0,784.0,0.849,3,4025.78,0.05447718819737166,0.05,0.116707894351008,0.05,0.6171428571428572,1.0,1.151,0.8,0.028413257142857147,0.45,0.315,4227.069,0.4999993790031013,37.833011514144005
MF0174,Haiti,26474.98,36,0.145,Individual,False,0,425.0,0.599,14,16179.15,0.11884873749896686,0.05,0.20344841908628034,0.05,1.6428571428571428,1.0,1.401,1.0,0.11508214285714286,0.45,0.54,16988.107500000002,0.6111109432377286,1055.7150196612502
MF0175,Brunei,8620.47,60,0.1004,SME,True,30,573.0,0.782,20,5746.98,0.005936616662534093,0.05,0.051299578230558564,0.05,1.22,2.0,1.218,0.8,0.1188768,0.45,0.315,6034.329,0.6666666666666666,225.96264232516802
MF0176,Gambia,4068.27,48,0.2456,SME,True,0,683.0,0.555,34,1186.58,0.04458282709314819,0.05,0.10337526396674374,0.05,0.9057142857142857,1.0,1.4449999999999998,0.8,0.05235028571428572,0.45,0.315,1245.9089999999999,0.2916669739225764,20.54546301906
MF0177,Somalia,27405.51,12,0.0834,SME,True,0,576.0,0.97,9,6851.38,0.09906001529051987,0.05,0.17678315831775177,0.05,1.2114285714285715,1.0,1.03,0.8,0.04991085714285715,0.45,0.315,7193.9490000000005,0.25000009122253153,113.10269066208004
MF0178,Guinea-Bissau,12470.59,12,0.2053,SME,True,0,725.0,0.533,0,12470.59,0.06437154930159515,0.05,0.13004052473527228,0.05,0.7857142857142857,1.0,1.467,0.8,0.04610571428571429,0.45,0.315,13094.1195,1.0,190.16982573435
MF0179,Somalia,3534.06,24,0.2107,SME,True,0,566.0,0.956,18,883.52,0.09906001529051987,0.05,0.17678315831775177,0.05,1.24,1.0,1.044,0.8,0.051782400000000006,0.45,0.315,927.696,0.2500014148033706,15.132072485376002
MF0180,Somalia,6958.57,18,0.1214,Individual,True,0,694.0,0.808,18,0.0,0.09906001529051987,0.05,0.17678315831775177,0.05,0.8742857142857143,1.0,1.192,0.8,0.04168594285714286,0.45,0.315,0.0,0.0,0.0
MF0181,Somalia,4021.88,24,0.1942,SME,True,0,717.0,0.854,22,335.16,0.09906001529051987,0.05,0.17678315831775177,0.05,0.8085714285714286,1.0,1.146,0.8,0.03706491428571428,0.45,0.315,351.91800000000006,0.08333416213313177,4.108800309264001
MF0182,Brunei,2680.5,42,0.0958,Individual,False,0,454.0,0.782,22,1276.43,0.005936616662534093,0.05,0.051299578230558564,0.05,1.56,1.0,1.218,1.0,0.09500400000000002,0.45,0.54,1340.2515,0.47619100914008583,68.75779689324003
MF0183,Brunei,16999.55,6,0.1237,Individual,True,0,844.0,0.741,4,5666.52,0.005936616662534093,0.05,0.051299578230558564,0.05,0.5,1.0,1.259,0.8,0.025179999999999998,0.45,0.315,5949.8460000000005,0.3333335294169552,47.1923935182
MF0184,Guinea-Bissau,37329.28,36,0.2139,SME,False,0,744.0,0.609,0,37329.28,0.06437154930159515,0.05,0.13004052473527228,0.05,0.7314285714285714,1.0,1.391,1.0,0.05087085714285715,0.45,0.54,39195.744,1.0,1076.7173905612801
MF0185,Algeria,2646.9,18,0.227,SME,False,0,652.0,0.742,18,0.0,0.02979948756095544,0.05,0.08345474562790181,0.05,0.9942857142857143,1.0,1.258,1.0,0.06254057142857143,0.45,0.54,0.0,0.0,0.0
MF0186,Algeria,12712.94,60,0.1834,Women-owned,True,0,737.0,0.718,28,6780.23,0.02979948756095544,0.05,0.08345474562790181,0.05,0.7514285714285714,1.0,1.282,0.8,0.03853325714285715,0.45,0.315,7119.2415,0.5333329662532821,86.41318246520403
MF0187,Syria,4814.97,42,0.1662,Individual,True,0,542.0,0.712,23,2178.2,0.17499999999999996,0.05,0.2791121249739206,0.05,1.3085714285714285,1.0,1.288,0.8,0.06741760000000001,0.45,0.315,2287.11,0.4523808040340853,48.570312147840006
MF0188,Brunei,5487.89,60,0.1071,SME,True,60,377.0,0.746,15,4115.92,0.005936616662534093,0.05,0.051299578230558564,0.05,1.78,4.0,1.254,0.8,0.35713920000000005,0.45,0.315,4321.716,0.7500004555484895,486.1880713831681
MF0189,Zimbabwe,5044.66,12,0.0907,SME,True,0,742.0,0.593,8,1681.55,0.08916565418629636,0.05,0.16345052793348747,0.05,0.7371428571428571,1.0,1.407,0.8,0.04148640000000001,0.45,0.315,1765.6275,0.3333326725686171,23.073601545540004
MF0190,Madagascar,4059.47,12,0.1,SME,True,0,420.0,0.726,6,2029.74,0.05447718819737166,0.05,0.116707894351008,0.05,1.657142857142857,1.0,1.274,0.8,0.08444800000000001,0.45,0.315,2131.2270000000003,0.5000012316878805,56.69302517424001
MF0191,Guyana,8423.81,24,0.1187,Women-owned,False,0,646.0,0.834,22,701.98,0.015830977766757574,0.05,0.06463220861482283,0.05,1.0114285714285713,1.0,1.166,1.0,0.058966285714285714,0.45,0.54,737.0790000000001,0.08333283870362698,23.46991789032
MF0192,Guinea,4168.2,6,0.1381,Women-owned,True,0,384.0,0.951,3,2084.1,0.08916565418629636,0.05,0.16345052793348747,0.05,1.76,1.0,1.049,0.8,0.0738496,0.45,0.315,2188.305,0.5,50.90571641232
MF0193,Libya,10060.43,18,0.1448,Agricultural,True,0,687.0,0.923,14,2235.65,0.015830977766757574,0.05,0.06463220861482283,0.05,0.8942857142857142,1.0,1.077,0.8,0.03852582857142857,0.45,0.315,2347.4325000000003,0.22222211177852239,28.487586354570006
MF0194,Somalia,7783.87,54,0.1389,Individual,False,0,743.0,0.869,15,5621.68,0.09906001529051987,0.05,0.17678315831775177,0.05,0.7342857142857142,1.0,1.131,1.0,0.04152385714285714,0.45,0.54,5902.764,0.7222217226135585,132.35698570536002
MF0195,Guyana,6693.16,42,0.1206,Agricultural,True,0,617.0,0.683,42,0.0,0.015830977766757574,0.05,0.06463220861482283,0.05,1.0942857142857143,1.0,1.317,0.8,0.05764697142857143,0.45,0.315,0.0,0.0,0.0
MF0196,Guinea-Bissau,3920.4,42,0.1667,SME,False,0,710.0,0.794,37,466.71,0.06437154930159515,0.05,0.13004052473527228,0.05,0.8285714285714285,1.0,1.206,1.0,0.049962857142857135,0.45,0.54,490.0455,0.11904652586470768,13.2213995874
MF0197,"Yemen, Republic",5108.1,24,0.2203,Women-owned,True,0,749.0,0.679,10,2979.72,0.11884873749896686,0.05,0.20344841908628034,0.05,0.7171428571428571,1.0,1.321,0.8,0.037893828571428576,0.45,0.315,3128.706,0.5833323544958007,37.345974376536006
MF0198,Brunei,14828.6,12,0.1275,Women-owned,True,0,498.0,0.884,2,12357.17,0.005936616662534093,0.05,0.051299578230558564,0.05,1.4342857142857142,1.0,1.116,0.8,0.0640265142857143,0.45,0.315,12975.0285,0.8333335581241654,261.6849419980321
MF0199,Guyana,12097.25,24,0.2402,Agricultural,True,0,820.0,0.793,14,5040.52,0.015830977766757574,0.05,0.06463220861482283,0.05,0.5142857142857142,1.0,1.2069999999999999,0.8,0.024829714285714285,0.45,0.315,5292.546,0.4166665977804873,41.39490758256
MF0200,Libya,3706.92,36,0.2285,Women-owned,True,30,581.0,0.895,0,3706.92,0.015830977766757574,0.05,0.06463220861482283,0.05,1.197142857142857,2.0,1.105,0.8,0.10582742857142857,0.45,0.315,3892.266,1.0,129.75117816024
MF0201,Sierra Leone,8773.28,18,0.1075,SME,False,0,355.0,0.572,6,5848.85,0.08916565418629636,0.05,0.16345052793348747,0.05,1.842857142857143,1.0,1.428,1.0,0.13158,0.45,0.54,6141.2925000000005,0.6666662867251473,436.3584842610001
MF0202,Sierra Leone,14781.18,6,0.2137,Women-owned,True,0,372.0,0.917,0,14781.18,0.08916565418629636,0.05,0.16345052793348747,0.05,1.7942857142857143,1.0,1.083,0.8,0.07772845714285714,0.45,0.315,15520.239000000001,1.0,380.00473306689605
MF0203,Algeria,2131.28,48,0.1777,Agricultural,False,0,498.0,0.898,48,0.0,0.02979948756095544,0.05,0.08345474562790181,0.05,1.4342857142857142,1.0,1.1019999999999999,1.0,0.07902914285714285,0.45,0.54,0.0,0.0,0.0
MF0204,"Korea, D.P.R.",12515.06,30,0.1763,SME,True,0,607.0,0.766,8,9177.71,0.11884873749896686,0.05,0.20344841908628034,0.05,1.1228571428571428,1.0,1.234,0.8,0.05542422857142857,0.45,0.315,9636.5955,0.7333332800641786,168.24177456735598
MF0205,Guyana,4769.04,30,0.1465,Agricultural,True,0,724.0,0.839,28,317.94,0.015830977766757574,0.05,0.06463220861482283,0.05,0.7885714285714286,1.0,1.161,0.8,0.03662125714285715,0.45,0.315,333.837,0.06666750540989382,3.8510421455520003
MF0206,Sierra Leone,12790.77,24,0.1652,Women-owned,True,0,765.0,0.786,22,1065.9,0.08916565418629636,0.05,0.16345052793348747,0.05,0.6714285714285715,1.0,1.214,0.8,0.032604571428571434,0.45,0.315,1119.1950000000002,0.0833335287867736,11.494625095800004
